w	d	t_history	r_history	delta_t	p_recall	total_cnt
backhand	3	0	0	1	0.7803	132
backload	7	0	0	1	0.5721	2512
backlog	7	0	0	1	0.5652	115
backpack	1	0	0	1	0.9086	175
backside	2	0	0	1	0.8218	101
backup	6	0	0	1	0.6165	2381
backwards	3	0	0	1	0.7737	1361
bacon	5	0	0	1	0.6962	5108
bacteria	5	0	0	1	0.6714	4961
bacterial	5	0	0	1	0.6761	1161
bacterium	5	0	0	1	0.6585	2442
badinage	10	0	0	1	0.3853	109
baggy	3	0	0	1	0.8	170
bait	9	0	0	1	0.4511	8320
baker	2	0	0	1	0.8225	231
bakery	4	0	0	1	0.7419	2123
balcony	7	0	0	1	0.5921	6567
bald	7	0	0	1	0.5713	6147
baleful	9	0	0	1	0.457	337
balk	10	0	0	1	0.4065	647
ballerina	3	0	0	1	0.7833	203
ballistics	4	0	0	1	0.71	200
balm	7	0	0	1	0.5847	378
balustrade	9	0	0	1	0.455	211
banana	1	0	0	1	0.9655	145
bandwidth	4	0	0	1	0.7401	862
banjo	1	0	0	1	0.8642	162
banking	1	0	0	1	0.9075	1113
banknote	2	0	0	1	0.8282	1554
bankrupt	2	0	0	1	0.8013	6563
bankruptcy	2	0	0	1	0.8017	3137
banner	7	0	0	1	0.588	6327
banquet	8	0	0	1	0.5419	7533
banqueting	7	0	0	1	0.5823	1027
bans	3	0	0	1	0.777	287
baptism	7	0	0	1	0.5727	220
baptize	9	0	0	1	0.5	280
barbaric	6	0	0	1	0.6078	617
barely	4	0	0	1	0.7251	6938
bargain	6	0	0	1	0.6276	9249
barge	10	0	0	1	0.3645	1756
barometer	7	0	0	1	0.576	1547
baron	9	0	0	1	0.4586	1147
barrage	10	0	0	1	0.4217	785
barricade	4	0	0	1	0.7279	838
barrister	9	0	0	1	0.4781	274
base	3	0	0	1	0.7604	3043
baseless	2	0	0	1	0.8213	470
bash	8	0	0	1	0.5056	708
bashful	5	0	0	1	0.6657	338
basin	7	0	0	1	0.5516	6467
basis	2	0	0	1	0.8277	3866
bask	9	0	0	1	0.4928	485
bass	5	0	0	1	0.6651	878
bastard	8	0	0	1	0.5256	215
bastion	7	0	0	1	0.5852	352
bathe	3	0	0	1	0.7981	3937
bathroom	1	0	0	1	0.8896	978
battalion	10	0	0	1	0.4357	2490
bawl	8	0	0	1	0.5047	319
be	1	0	0	1	0.8521	737
beach	3	0	0	1	0.775	2004
beacon	9	0	0	1	0.4841	1386
bead	9	0	0	1	0.4861	1471
beak	7	0	0	1	0.5936	1624
beard	6	0	0	1	0.6202	7365
beastly	3	0	0	1	0.7586	116
beautiful	1	0	0	1	0.8611	324
beautify	1	0	0	1	0.9275	207
beauty	1	0	0	1	0.8941	510
beaver	8	0	0	1	0.5481	748
became	3	0	0	1	0.7963	108
becoming	4	0	0	1	0.7106	501
bed	2	0	0	1	0.8202	851
beddings	1	0	0	1	0.8641	449
bedraggled	7	0	0	1	0.5809	377
bedrock	5	0	0	1	0.6992	901
bedroom	1	0	0	1	0.8915	212
beehive	2	0	0	1	0.811	365
beer	2	0	0	1	0.8012	2465
beet	6	0	0	1	0.6368	223
before	5	0	0	1	0.6951	1030
befriend	1	0	0	1	0.8681	720
befuddle	7	0	0	1	0.5787	216
beg	4	0	0	1	0.7185	4121
beggar	2	0	0	1	0.8087	988
begging	7	0	0	1	0.5929	113
begin	3	0	0	1	0.7818	958
beginning	2	0	0	1	0.8224	850
begrimed	10	0	0	1	0.3857	363
beguile	10	0	0	1	0.3633	534
behalf	5	0	0	1	0.6569	6719
behaviour	3	0	0	1	0.7921	1111
behavioural	1	0	0	1	0.8625	429
belabor	9	0	0	1	0.4964	137
belated	4	0	0	1	0.7398	515
beleaguer	9	0	0	1	0.4813	160
belie	7	0	0	1	0.5901	544
believe	4	0	0	1	0.748	738
bellicose	9	0	0	1	0.4914	175
belligerent	10	0	0	1	0.3975	322
bellow	9	0	0	1	0.4857	490
bellwether	5	0	0	1	0.6759	108
bellyful	3	0	0	1	0.7581	583
belt	6	0	0	1	0.6155	6850
bemoan	3	0	0	1	0.7544	574
benchmark	5	0	0	1	0.6889	614
bend	6	0	0	1	0.644	7151
beneficent	4	0	0	1	0.7451	153
beneficial	4	0	0	1	0.7162	2646
benevolence	6	0	0	1	0.61	1136
benighted	8	0	0	1	0.5485	206
bent	6	0	0	1	0.6339	1128
bequeath	9	0	0	1	0.4768	518
bequest	6	0	0	1	0.6006	318
bereaved	7	0	0	1	0.5901	161
berry	4	0	0	1	0.7111	2399
beside	3	0	0	1	0.7808	2030
besides	5	0	0	1	0.6964	3468
besiege	6	0	0	1	0.6004	1837
besmirch	9	0	0	1	0.4681	141
bestow	8	0	0	1	0.5251	1076
bestseller	3	0	0	1	0.7898	509
bet	5	0	0	1	0.6632	7471
betoken	7	0	0	1	0.5854	123
beverage	6	0	0	1	0.6305	8108
bevy	6	0	0	1	0.6103	136
bewilderingly	7	0	0	1	0.5718	397
beyond	3	0	0	1	0.7879	4224
bias	7	0	0	1	0.5703	9305
biased	4	0	0	1	0.7212	2371
bible	5	0	0	1	0.6767	1695
biblical	4	0	0	1	0.7428	692
bibliography	5	0	0	1	0.686	5777
bicameral	5	0	0	1	0.6519	135
biceps	9	0	0	1	0.466	515
bicker	8	0	0	1	0.5133	602
bicolor	1	0	0	1	0.8627	306
bicorn	6	0	0	1	0.6444	495
bicycle	2	0	0	1	0.8124	1109
bidder	2	0	0	1	0.8155	710
big	2	0	0	1	0.822	236
bigot	9	0	0	1	0.4667	315
bigoted	10	0	0	1	0.4227	220
bike	1	0	0	1	0.8632	665
bilateral	7	0	0	1	0.561	2515
bill	5	0	0	1	0.6589	5784
billboard	5	0	0	1	0.6814	998
billiards	9	0	0	1	0.479	309
billion	1	0	0	1	0.9228	2592
billionaire	1	0	0	1	0.9226	323
bimonthly	1	0	0	1	0.8716	958
bind	7	0	0	1	0.5583	10073
binder	8	0	0	1	0.533	621
binding	6	0	0	1	0.6364	1529
binge	8	0	0	1	0.5408	453
bingo	1	0	0	1	0.9422	173
binoculars	8	0	0	1	0.5191	1574
biochemical	1	0	0	1	0.8894	199
biochemist	1	0	0	1	0.8843	216
biochemistry	1	0	0	1	0.8701	985
biodegradable	4	0	0	1	0.7254	193
biodiversity	1	0	0	1	0.8639	360
biographic	1	0	0	1	0.8534	116
biographical	4	0	0	1	0.7024	3001
biography	5	0	0	1	0.6936	7249
biomass	3	0	0	1	0.7934	1384
biomedical	2	0	0	1	0.8399	2223
biometrics	3	0	0	1	0.7692	234
biophilia	9	0	0	1	0.4648	1093
biotech	1	0	0	1	0.8776	245
bipedal	7	0	0	1	0.5772	1334
biplane	1	0	0	1	0.8915	424
birch	9	0	0	1	0.4979	233
bird	2	0	0	1	0.8351	679
birth	1	0	0	1	0.8668	766
birthday	1	0	0	1	0.8798	366
birthright	1	0	0	1	0.8703	663
bishop	9	0	0	1	0.478	1931
bistro	9	0	0	1	0.467	561
bit	4	0	0	1	0.7416	4914
bitten	3	0	0	1	0.7666	317
bitterly	6	0	0	1	0.6324	408
biweekly	1	0	0	1	0.9094	309
bizarre	8	0	0	1	0.5314	11073
blackboard	1	0	0	1	0.9105	1006
blacken	2	0	0	1	0.8178	247
blackmail	5	0	0	1	0.6713	2236
blacksmith	3	0	0	1	0.7983	233
blade	9	0	0	1	0.4693	7464
blanch	7	0	0	1	0.5532	479
blandishment	10	0	0	1	0.4355	124
blank	2	0	0	1	0.8145	5795
blanket	7	0	0	1	0.5947	6610
blaspheme	10	0	0	1	0.3124	877
bleak	10	0	0	1	0.4415	8781
bleep	3	0	0	1	0.7868	197
blend	9	0	0	1	0.4641	10151
blessed	2	0	0	1	0.8103	116
blighted	8	0	0	1	0.5214	117
blind	5	0	0	1	0.6641	3986
blink	3	0	0	1	0.7764	1203
blister	10	0	0	1	0.4397	696
blitz	7	0	0	1	0.5939	197
blizzard	8	0	0	1	0.5488	1055
blob	6	0	0	1	0.6498	317
block	6	0	0	1	0.6426	9054
blockade	6	0	0	1	0.6424	688
blockbuster	6	0	0	1	0.6051	395
blood	2	0	0	1	0.81	1642
bloodline	2	0	0	1	0.8175	137
bloody	1	0	0	1	0.9023	1546
blotter	8	0	0	1	0.517	265
blouse	6	0	0	1	0.6384	6109
blueprint	1	0	0	1	0.9528	3029
blunder	10	0	0	1	0.448	8996
blunt	9	0	0	1	0.4976	7486
blurb	10	0	0	1	0.3892	203
blurry	7	0	0	1	0.5583	326
blurt	8	0	0	1	0.5195	437
blush	7	0	0	1	0.5992	5551
bluster	8	0	0	1	0.5056	178
boardroom	1	0	0	1	0.8538	171
boastful	5	0	0	1	0.6709	869
boat	4	0	0	1	0.7417	2071
bobsled	4	0	0	1	0.7059	119
bobsleigh	6	0	0	1	0.638	221
bode	10	0	0	1	0.4292	219
body	3	0	0	1	0.7998	979
bog	8	0	0	1	0.5368	516
boggle	10	0	0	1	0.3398	674
boil	4	0	0	1	0.7368	4157
boiler	4	0	0	1	0.7262	1019
bombard	4	0	0	1	0.714	1668
bombastic	7	0	0	1	0.5673	104
bomber	3	0	0	1	0.7899	138
bombshell	3	0	0	1	0.7681	138
bonanza	9	0	0	1	0.4876	283
bond	7	0	0	1	0.587	8487
bondage	8	0	0	1	0.5198	1035
bonding	7	0	0	1	0.5865	104
bonfire	4	0	0	1	0.731	171
bonus	7	0	0	1	0.5722	8497
bony	4	0	0	1	0.7151	916
boo	3	0	0	1	0.7829	304
booking	1	0	0	1	0.9174	121
bookish	1	0	0	1	0.925	120
bookkeeping	4	0	0	1	0.726	219
booklet	2	0	0	1	0.831	1000
bookrest	1	0	0	1	0.9087	219
boom	4	0	0	1	0.7151	6799
boomerang	8	0	0	1	0.5482	166
booming	2	0	0	1	0.8207	753
boon	8	0	0	1	0.5281	784
boorish	8	0	0	1	0.5379	132
boosterism	4	0	0	1	0.7086	151
bootcamp	3	0	0	1	0.7782	532
booth	9	0	0	1	0.4723	7966
bootleg	5	0	0	1	0.6699	412
bore	7	0	0	1	0.59	6770
bored	5	0	0	1	0.6889	1048
boredom	3	0	0	1	0.8	390
boring	4	0	0	1	0.7003	1188
born	3	0	0	1	0.7824	1650
borrow	3	0	0	1	0.7581	1902
bosom	7	0	0	1	0.5563	2761
boson	3	0	0	1	0.784	125
botanist	4	0	0	1	0.7331	311
botany	7	0	0	1	0.5673	5960
both	4	0	0	1	0.7205	1270
bottleneck	1	0	0	1	0.875	192
bottom	4	0	0	1	0.7121	6385
bought	4	0	0	1	0.7216	255
boulder	8	0	0	1	0.5345	855
bounce	6	0	0	1	0.6111	5775
bound	8	0	0	1	0.5263	9428
bouquet	8	0	0	1	0.5375	1174
bourgeois	10	0	0	1	0.4326	846
bourgeoisie	6	0	0	1	0.6202	129
bout	9	0	0	1	0.4513	1449
bow	5	0	0	1	0.6537	5940
bowl	3	0	0	1	0.7648	3346
boxing	2	0	0	1	0.8479	1795
brace	9	0	0	1	0.4873	6179
bracket	9	0	0	1	0.4504	6949
brag	10	0	0	1	0.3967	2352
braille	6	0	0	1	0.6364	198
brand	6	0	0	1	0.6056	8449
brash	10	0	0	1	0.361	410
brass	7	0	0	1	0.5717	6704
brave	5	0	0	1	0.6759	2731
brazen	5	0	0	1	0.6956	450
bread	3	0	0	1	0.7651	2435
breadth	4	0	0	1	0.7042	2772
break	4	0	0	1	0.7013	3338
breakdown	5	0	0	1	0.6828	4102
breakfast	2	0	0	1	0.8305	1062
breathe	3	0	0	1	0.7825	2331
breathtaking	5	0	0	1	0.6943	350
breed	7	0	0	1	0.5599	10524
breeze	6	0	0	1	0.6338	6698
brew	9	0	0	1	0.4892	1999
brewery	8	0	0	1	0.5498	1495
brexit	2	0	0	1	0.82	200
bride	4	0	0	1	0.7382	4835
bridge	3	0	0	1	0.7506	2237
brief	7	0	0	1	0.572	8523
briefcase	4	0	0	1	0.7356	5979
briefly	5	0	0	1	0.697	439
brigade	10	0	0	1	0.4026	1150
brighten	3	0	0	1	0.795	478
brilliance	4	0	0	1	0.7125	574
brim	6	0	0	1	0.6011	3377
brimful	6	0	0	1	0.6408	103
briny	8	0	0	1	0.5276	127
brisk	8	0	0	1	0.525	6588
bristle	10	0	0	1	0.3565	533
broad	5	0	0	1	0.6868	7117
broadcast	5	0	0	1	0.6561	6357
broaden	4	0	0	1	0.7243	2209
broccoli	5	0	0	1	0.6952	502
brochure	8	0	0	1	0.5361	7672
broke	4	0	0	1	0.7402	789
broken	4	0	0	1	0.7266	556
brokerage	5	0	0	1	0.6813	251
bronchitis	8	0	0	1	0.5152	691
bronze	6	0	0	1	0.6332	5597
brooch	9	0	0	1	0.4658	234
brood	9	0	0	1	0.4758	2003
broth	6	0	0	1	0.6396	111
brothel	5	0	0	1	0.6635	211
brother	2	0	0	1	0.8465	443
brought	5	0	0	1	0.6888	437
browbeat	9	0	0	1	0.5	158
browser	5	0	0	1	0.695	3216
brunette	8	0	0	1	0.5288	208
brunt	10	0	0	1	0.402	704
brush	3	0	0	1	0.7688	4256
brutal	10	0	0	1	0.4474	8925
brute	6	0	0	1	0.6112	463
brutish	6	0	0	1	0.6029	277
buck	9	0	0	1	0.49	4382
bucket	7	0	0	1	0.5544	5644
bucolic	9	0	0	1	0.4932	148
bud	7	0	0	1	0.5561	6853
budge	10	0	0	1	0.417	518
budget	6	0	0	1	0.6348	8224
budgetary	5	0	0	1	0.6682	440
buff	6	0	0	1	0.6307	287
buffalo	6	0	0	1	0.6176	1713
buffer	8	0	0	1	0.5494	1347
buffet	7	0	0	1	0.5684	6144
buggy	6	0	0	1	0.6075	214
bugle	10	0	0	1	0.4023	266
bulk	8	0	0	1	0.5215	9822
bulky	5	0	0	1	0.6701	1458
bull	5	0	0	1	0.671	4274
bulldozer	6	0	0	1	0.6283	226
bulletin	9	0	0	1	0.4527	7265
bulletproof	2	0	0	1	0.8137	102
bullion	4	0	0	1	0.75	100
bum	8	0	0	1	0.5207	338
bummer	10	0	0	1	0.3723	1574
bump	7	0	0	1	0.5595	6879
bumper	10	0	0	1	0.3948	3146
bundle	7	0	0	1	0.5715	6143
bungalow	8	0	0	1	0.528	1536
bungle	10	0	0	1	0.4093	193
bunker	10	0	0	1	0.4434	212
buoyancy	9	0	0	1	0.4574	317
burden	7	0	0	1	0.5613	7276
bureau	7	0	0	1	0.5568	9817
bureaucracy	5	0	0	1	0.6517	5490
bureaucrat	5	0	0	1	0.675	1591
bureaucratic	6	0	0	1	0.6137	2462
burglary	6	0	0	1	0.6005	443
buried	4	0	0	1	0.7273	132
burlesque	10	0	0	1	0.3228	158
burnable	4	0	0	1	0.7445	779
burnish	6	0	0	1	0.6154	351
burnt	2	0	0	1	0.8165	376
burrow	10	0	0	1	0.4307	945
burst	5	0	0	1	0.6556	6136
bursting	3	0	0	1	0.7546	216
bury	5	0	0	1	0.6688	7143
bus	1	0	0	1	0.9004	231
bushel	6	0	0	1	0.6061	165
bushy	5	0	0	1	0.6691	831
business	4	0	0	1	0.7199	2046
businessman	1	0	0	1	0.8784	707
bust	9	0	0	1	0.4535	2245
bustling	6	0	0	1	0.6279	172
butt	6	0	0	1	0.6192	1271
butter	4	0	0	1	0.7357	2955
butterfly	1	0	0	1	0.863	1117
buy	3	0	0	1	0.7571	947
buyer	1	0	0	1	0.9264	163
buzz	6	0	0	1	0.6031	5039
by	3	0	0	1	0.7777	904
bye	1	0	0	1	0.916	119
bypass	4	0	0	1	0.747	7946
byproduct	1	0	0	1	0.8531	960
cab	5	0	0	1	0.6663	5055
cabbie	4	0	0	1	0.7413	143
cabin	7	0	0	1	0.5563	7208
cabinet	9	0	0	1	0.4991	6858
cable	9	0	0	1	0.4823	9158
cachet	10	0	0	1	0.4231	234
cactus	8	0	0	1	0.5185	432
cadet	10	0	0	1	0.3579	271
cafe	1	0	0	1	0.9444	522
cafeteria	3	0	0	1	0.762	5454
café	1	0	0	1	0.9776	268
cage	5	0	0	1	0.6653	5115
calcification	10	0	0	1	0.3792	451
calculus	8	0	0	1	0.5028	714
calendar	6	0	0	1	0.625	5312
calibrate	10	0	0	1	0.3712	431
calibre	10	0	0	1	0.3747	758
callow	10	0	0	1	0.4344	419
caloric	3	0	0	1	0.7532	308
calorie	2	0	0	1	0.8148	5431
camel	5	0	0	1	0.6733	4490
cameo	8	0	0	1	0.5243	288
camera	3	0	0	1	0.7555	1583
cameral	8	0	0	1	0.5272	313
cameraman	1	0	0	1	0.8623	414
camper	3	0	0	1	0.7927	193
canal	6	0	0	1	0.6067	7249
cancellation	4	0	0	1	0.7317	477
candid	8	0	0	1	0.5125	882
candidate	7	0	0	1	0.5576	11328
candle	4	0	0	1	0.7294	3178
candor	9	0	0	1	0.4957	230
canned	2	0	0	1	0.8121	165
cannibalism	8	0	0	1	0.5313	160
cannon	6	0	0	1	0.6045	4913
canny	6	0	0	1	0.6309	447
canonical	10	0	0	1	0.4414	111
canopy	10	0	0	1	0.4325	474
cantankerous	9	0	0	1	0.5	160
cantata	4	0	0	1	0.7105	114
canteen	4	0	0	1	0.7382	6386
capability	2	0	0	1	0.8084	2401
capacious	6	0	0	1	0.6267	225
capacity	8	0	0	1	0.5471	11018
cape	8	0	0	1	0.5218	6249
capita	3	0	0	1	0.7603	121
capitalism	3	0	0	1	0.7598	3060
caprice	10	0	0	1	0.4078	461
capricious	10	0	0	1	0.348	569
capsize	8	0	0	1	0.5282	727
capsule	8	0	0	1	0.5169	5903
captivity	8	0	0	1	0.5178	732
capture	8	0	0	1	0.502	10800
capuchin	6	0	0	1	0.6214	280
carat	4	0	0	1	0.7468	233
carbohydrate	4	0	0	1	0.7418	5008
carcass	7	0	0	1	0.5955	848
cardboard	2	0	0	1	0.808	1375
carefree	4	0	0	1	0.7441	1020
carefully	3	0	0	1	0.7854	205
careless	3	0	0	1	0.7951	1630
caretaker	1	0	0	1	0.8889	117
caribou	8	0	0	1	0.5197	127
caricature	8	0	0	1	0.5305	705
caring	3	0	0	1	0.7722	259
carnal	8	0	0	1	0.5291	361
carnival	7	0	0	1	0.5838	579
carpenter	6	0	0	1	0.645	6918
carpet	6	0	0	1	0.6018	6511
carriage	7	0	0	1	0.5766	5290
carrier	4	0	0	1	0.7039	6149
carrot	2	0	0	1	0.8022	2851
cartilage	10	0	0	1	0.4371	167
carton	6	0	0	1	0.6207	1197
cartoons	5	0	0	1	0.6783	115
carve	6	0	0	1	0.6453	7683
case	4	0	0	1	0.7253	4015
cash	3	0	0	1	0.7746	4303
cashier	4	0	0	1	0.7344	4744
casino	7	0	0	1	0.5548	2109
cask	9	0	0	1	0.4894	188
cassette	7	0	0	1	0.5651	6061
cast	8	0	0	1	0.5192	9735
caste	8	0	0	1	0.5087	346
castle	6	0	0	1	0.621	4894
cat	1	0	0	1	0.9041	292
cataclysmic	7	0	0	1	0.5918	147
catalog	4	0	0	1	0.7283	5288
catalyst	8	0	0	1	0.502	2008
catalyze	7	0	0	1	0.5699	272
catastrophe	8	0	0	1	0.517	7188
catastrophic	6	0	0	1	0.6126	728
catch	6	0	0	1	0.6369	2815
catchword	5	0	0	1	0.6632	3049
categorical	6	0	0	1	0.6399	336
cater	7	0	0	1	0.5699	10654
catering	4	0	0	1	0.7012	164
caterpillar	8	0	0	1	0.5432	602
cathode	8	0	0	1	0.5042	236
cattle	6	0	0	1	0.6158	7660
caucus	10	0	0	1	0.4071	226
cauliflower	2	0	0	1	0.8218	735
causal	3	0	0	1	0.7639	737
causality	6	0	0	1	0.6028	1931
cause	5	0	0	1	0.6562	3659
caustic	10	0	0	1	0.3718	624
cavalry	8	0	0	1	0.5161	279
cave	4	0	0	1	0.7134	3939
cavil	10	0	0	1	0.2941	170
cavort	10	0	0	1	0.3468	447
celebration	4	0	0	1	0.744	539
celebrity	6	0	0	1	0.6333	7311
celerity	9	0	0	1	0.4945	364
celery	7	0	0	1	0.597	263
cellar	8	0	0	1	0.5475	6384
cello	6	0	0	1	0.6485	421
cellular	3	0	0	1	0.77	474
cemetery	9	0	0	1	0.4716	5842
censure	10	0	0	1	0.3384	1046
census	8	0	0	1	0.5455	9764
cent	3	0	0	1	0.77	4617
centennial	8	0	0	1	0.5081	921
center	2	0	0	1	0.823	1034
centigrade	6	0	0	1	0.6195	5761
central	2	0	0	1	0.8165	2992
centralise	3	0	0	1	0.7625	459
centralization	2	0	0	1	0.8246	285
centrepiece	5	0	0	1	0.6852	2605
ceramic	10	0	0	1	0.3882	1932
cereal	8	0	0	1	0.5021	7533
cerebral	7	0	0	1	0.5655	649
ceremonial	6	0	0	1	0.6354	1344
ceremonious	3	0	0	1	0.7567	263
certain	7	0	0	1	0.5914	4966
certainty	3	0	0	1	0.7724	2109
certificate	9	0	0	1	0.4991	9849
certify	5	0	0	1	0.6677	4171
certitude	5	0	0	1	0.6533	424
cervical	10	0	0	1	0.4345	359
cesspit	8	0	0	1	0.53	200
chafe	9	0	0	1	0.484	250
chain	5	0	0	1	0.6613	7382
chairman	2	0	0	1	0.8394	3125
chairperson	1	0	0	1	0.891	780
chairwoman	1	0	0	1	0.9563	595
chalet	8	0	0	1	0.5395	215
chalk	6	0	0	1	0.6468	5747
chalkboard	2	0	0	1	0.8462	247
challenge	4	0	0	1	0.727	2842
challenging	2	0	0	1	0.8374	904
chamber	9	0	0	1	0.48	9652
chameleon	8	0	0	1	0.5152	264
champagne	4	0	0	1	0.7479	5221
championship	3	0	0	1	0.7987	621
chancy	3	0	0	1	0.8	120
changeable	2	0	0	1	0.8042	383
chaos	5	0	0	1	0.6935	6624
chapel	9	0	0	1	0.4777	2286
chapter	7	0	0	1	0.5873	4555
char	6	0	0	1	0.6443	149
character	5	0	0	1	0.6833	5090
characterise	3	0	0	1	0.7901	2191
characterization	3	0	0	1	0.7798	731
characterize	4	0	0	1	0.732	5432
charcoal	5	0	0	1	0.6788	878
charge	6	0	0	1	0.6146	8100
chargeable	3	0	0	1	0.7895	133
chariot	9	0	0	1	0.4538	249
charismatic	6	0	0	1	0.6302	430
charitably	8	0	0	1	0.5387	568
charlatan	10	0	0	1	0.3818	165
charm	7	0	0	1	0.5609	5892
charming	5	0	0	1	0.6727	2362
chart	6	0	0	1	0.6412	4917
chartered	6	0	0	1	0.6294	143
charwoman	3	0	0	1	0.7526	190
chary	8	0	0	1	0.5245	204
chaste	7	0	0	1	0.5562	489
chastise	7	0	0	1	0.5984	127
checklist	1	0	0	1	0.9099	111
checkmate	6	0	0	1	0.6368	201
checkout	2	0	0	1	0.8016	902
cheer	4	0	0	1	0.7445	3291
cheers	2	0	0	1	0.8427	178
cheesy	6	0	0	1	0.6301	1284
cheetah	10	0	0	1	0.4196	143
chef	3	0	0	1	0.7579	4139
chemist	2	0	0	1	0.8059	2545
cheque	4	0	0	1	0.7046	5589
cherish	7	0	0	1	0.5773	6208
cherry	3	0	0	1	0.7914	1889
chew	3	0	0	1	0.7636	4259
chide	8	0	0	1	0.5134	224
chief	6	0	0	1	0.6487	8907
chieftain	5	0	0	1	0.678	205
child	2	0	0	1	0.8061	526
childcare	1	0	0	1	0.9065	107
childhood	1	0	0	1	0.9215	905
childless	1	0	0	1	0.8781	320
childlike	1	0	0	1	0.9636	165
children	3	0	0	1	0.7623	345
chilli	4	0	0	1	0.7319	235
chilly	4	0	0	1	0.7408	1003
chimera	7	0	0	1	0.5629	167
chimpanzee	4	0	0	1	0.7394	683
chin	7	0	0	1	0.5924	5685
chip	6	0	0	1	0.6179	8294
chips	3	0	0	1	0.7532	158
chirp	8	0	0	1	0.5073	343
chivalry	5	0	0	1	0.6552	493
chlorine	7	0	0	1	0.5514	107
chlorophyll	6	0	0	1	0.641	117
choir	6	0	0	1	0.6017	2217
cholera	6	0	0	1	0.6311	469
cholesterol	9	0	0	1	0.4894	3020
choose	3	0	0	1	0.7955	753
chop	6	0	0	1	0.6276	8419
chopsticks	3	0	0	1	0.7542	1009
choral	5	0	0	1	0.6594	276
chord	8	0	0	1	0.5314	1816
chore	9	0	0	1	0.468	3327
chosen	3	0	0	1	0.7988	164
christen	5	0	0	1	0.6749	243
chromosome	7	0	0	1	0.5934	1402
chronical	4	0	0	1	0.7304	115
chronicle	7	0	0	1	0.5518	3396
chronological	6	0	0	1	0.631	2179
chronology	7	0	0	1	0.5719	1147
chubby	6	0	0	1	0.61	359
chum	7	0	0	1	0.5815	313
chunk	6	0	0	1	0.6264	3035
chunky	5	0	0	1	0.6814	1792
churlish	10	0	0	1	0.3764	433
cider	6	0	0	1	0.6018	329
cigaret	2	0	0	1	0.8364	1987
cigarette	5	0	0	1	0.6683	3322
cinder	6	0	0	1	0.6488	242
cipher	6	0	0	1	0.6393	219
circle	4	0	0	1	0.7238	3924
circuit	6	0	0	1	0.6125	9686
circuitous	5	0	0	1	0.6755	151
circular	4	0	0	1	0.7174	3195
circumlocution	6	0	0	1	0.6429	210
circumnavigation	6	0	0	1	0.6419	472
circumscribe	5	0	0	1	0.6748	695
circumspect	8	0	0	1	0.5149	336
circumstance	7	0	0	1	0.5679	10891
circumstances	5	0	0	1	0.6894	132
circumvent	8	0	0	1	0.541	586
circus	8	0	0	1	0.5425	6870
cite	8	0	0	1	0.5131	10526
citizen	2	0	0	1	0.8183	4349
citizenry	1	0	0	1	0.8576	2078
civic	2	0	0	1	0.8498	1325
civil	4	0	0	1	0.7245	6632
civilisation	2	0	0	1	0.8014	1702
civilise	3	0	0	1	0.7868	2242
civility	7	0	0	1	0.5761	1288
civilize	3	0	0	1	0.7739	3149
civilized	2	0	0	1	0.8171	421
claimant	7	0	0	1	0.5532	5671
clam	7	0	0	1	0.5677	421
clamber	2	0	0	1	0.8051	236
clamorous	8	0	0	1	0.5238	105
clan	9	0	0	1	0.4856	1775
clang	5	0	0	1	0.6963	270
clarify	6	0	0	1	0.6456	5386
clarity	5	0	0	1	0.6778	6767
classic	3	0	0	1	0.771	4040
classify	4	0	0	1	0.7203	5627
classmate	1	0	0	1	0.8851	522
clatter	4	0	0	1	0.7133	429
clause	9	0	0	1	0.488	8334
claw	5	0	0	1	0.6723	4757
clean	4	0	0	1	0.7295	791
cleanser	1	0	0	1	0.8583	120
clear	3	0	0	1	0.7572	1643
clearly	3	0	0	1	0.7839	1115
clearway	1	0	0	1	0.8705	139
cleavage	5	0	0	1	0.6871	147
clench	9	0	0	1	0.4605	1505
clergyman	7	0	0	1	0.5894	928
clerical	10	0	0	1	0.4217	894
cliché	7	0	0	1	0.5769	104
cliché	6	0	0	1	0.6039	1396
click	3	0	0	1	0.7803	4601
client	7	0	0	1	0.5859	8740
cling	7	0	0	1	0.556	11249
clinical	5	0	0	1	0.6661	2558
clinically	6	0	0	1	0.6093	2017
clip	8	0	0	1	0.5033	7840
clipper	3	0	0	1	0.7742	155
cloak	9	0	0	1	0.4752	6585
clockwise	2	0	0	1	0.8352	5396
clone	2	0	0	1	0.8336	3889
close	4	0	0	1	0.7011	2111
closely	3	0	0	1	0.7612	1089
clot	7	0	0	1	0.5932	590
clothe	1	0	0	1	0.9055	1058
clothes	4	0	0	1	0.7017	1076
clothing	1	0	0	1	0.9197	1034
cloud	3	0	0	1	0.7666	2022
clout	10	0	0	1	0.4109	460
clump	8	0	0	1	0.5034	447
clumplike	8	0	0	1	0.5169	178
cluster	9	0	0	1	0.4577	6812
clutter	8	0	0	1	0.5124	1046
coal	5	0	0	1	0.6629	6466
coalesce	9	0	0	1	0.4747	217
coalition	9	0	0	1	0.4626	8515
coast	6	0	0	1	0.6301	8191
coastal	5	0	0	1	0.6763	1878
coastline	1	0	0	1	0.9113	282
coat	4	0	0	1	0.7374	2426
coax	8	0	0	1	0.5024	2100
cobweb	2	0	0	1	0.809	178
cock	5	0	0	1	0.6578	4024
code	6	0	0	1	0.6203	6358
codified	7	0	0	1	0.5921	559
coding	2	0	0	1	0.8082	318
coed	7	0	0	1	0.5709	275
